data;
set NODES := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 ;
param v0 := 1;
param COST_LIMIT := 3771;
param score := 1 0
2 55
3 23
4 33
5 24
6 27
7 53
8 35
9 49
10 46
11 85
12 54
13 80
14 91
15 25
16 22
17 35
18 14
19 25
20 18
21 24
22 4
23 15
24 23
25 34
;
param d : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 :=
1 0 666 281 396 291 326 641 427 600 561 1041 655 975 1121 299 260 430 162 305 210 287 46 181 275 410
2 666 0 649 1047 945 978 45 956 1135 1133 1639 1259 1440 1516 958 724 495 595 843 564 392 636 510 922 1029
3 281 649 0 604 509 543 611 308 486 487 1267 891 1248 1400 505 537 217 135 207 441 289 241 361 506 653
4 396 1047 604 0 104 70 1026 525 611 534 663 294 711 897 100 384 800 532 475 501 681 437 538 125 109
5 291 945 509 104 0 35 924 471 584 513 761 382 769 944 25 309 700 430 401 407 577 332 437 32 150
6 326 978 543 70 35 0 957 492 596 523 726 349 744 923 40 329 735 466 428 435 612 368 469 57 124
7 641 45 611 1026 924 957 0 918 1096 1096 1627 1245 1440 1522 935 714 451 562 807 552 362 609 491 901 1012
8 427 956 308 525 471 492 918 0 183 180 1145 812 1234 1414 453 661 507 381 126 636 580 415 587 487 616
9 600 1135 486 611 584 596 1096 183 0 83 1166 874 1317 1507 561 818 670 565 308 810 763 593 767 606 714
10 561 1133 487 534 513 523 1096 180 83 0 1083 792 1237 1428 490 764 686 548 291 770 751 560 735 538 639
11 1041 1639 1267 663 761 726 1627 1145 1166 1083 0 387 443 620 762 915 1461 1190 1124 1076 1314 1086 1144 770 631
12 655 1259 891 294 382 349 1245 812 874 792 387 0 452 653 388 538 1078 807 769 694 927 700 758 388 245
13 975 1440 1248 711 769 744 1440 1234 1317 1237 443 452 0 206 784 759 1400 1137 1169 920 1195 1020 1008 760 620
14 1121 1516 1400 897 944 923 1522 1414 1507 1428 620 653 206 0 962 884 1534 1281 1341 1035 1313 1165 1127 931 799
15 299 958 505 100 25 40 935 453 561 490 762 388 784 962 0 332 700 432 388 425 586 339 451 56 164
16 260 724 537 384 309 329 714 661 818 764 915 538 759 884 332 0 651 408 549 165 435 297 249 278 326
17 430 495 217 800 700 735 451 507 670 686 1461 1078 1400 1534 700 651 0 272 421 512 253 383 418 691 834
18 162 595 135 532 430 466 562 381 565 548 1190 807 1137 1281 432 408 272 0 258 306 205 116 229 420 563
19 305 843 207 475 401 428 807 126 308 291 1124 769 1169 1341 388 549 421 258 0 512 461 290 461 410 551
20 210 564 441 501 407 435 552 636 810 770 1076 694 920 1035 425 165 512 306 512 0 279 224 94 378 467
21 287 392 289 681 577 612 362 580 763 751 1314 927 1195 1313 586 435 253 205 461 279 0 251 187 558 685
22 46 636 241 437 332 368 609 415 593 560 1086 700 1020 1165 339 297 383 116 290 224 251 0 175 318 455
23 181 510 361 538 437 469 491 587 767 735 1144 758 1008 1127 451 249 418 229 461 94 187 175 0 412 522
24 275 922 506 125 32 57 901 487 606 538 770 388 760 931 56 278 691 420 410 378 558 318 412 0 147
25 410 1029 653 109 150 124 1012 616 714 639 631 245 620 799 164 326 834 563 551 467 685 455 522 147 0
;end;
